Prompt
"{""task"": ""Generate - **Classical Mechanics Questions"", ""description"": ""Create a set of questions with solutions in the domain of Fluid Dynamics."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""French"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Theater Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of Drama in Education.."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""English"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Musical Theater Questions"", ""description"": ""Create a set of questions with solutions in the domain of Musical Performance."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Spanish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Musical Theater Questions"", ""description"": ""Create a set of questions with solutions in the domain of Choreography."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""French"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Musical Theater Questions"", ""description"": ""Create a set of questions with solutions in the domain of Musical Composition."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Spanish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Musical Theater Questions"", ""description"": ""Create a set of questions with solutions in the domain of Musical Theater History.."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Portuguese"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Theater Criticism Questions"", ""description"": ""Create a set of questions with solutions in the domain of Performance Analysis."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Japanese"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Theater Criticism Questions"", ""description"": ""Create a set of questions with solutions in the domain of Theater Reviews."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Russian"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Theater Criticism Questions"", ""description"": ""Create a set of questions with solutions in the domain of Theatrical Theory."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Japanese"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Theater Criticism Questions"", ""description"": ""Create a set of questions with solutions in the domain of Performance Studies.."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Spanish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Curriculum and Instruction Questions"", ""description"": ""Create a set of questions with solutions in the domain of Curriculum Development."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Russian"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Curriculum and Instruction Questions"", ""description"": ""Create a set of questions with solutions in the domain of Teaching Strategies."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""French"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Curriculum and Instruction Questions"", ""description"": ""Create a set of questions with solutions in the domain of Assessment."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Korean"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Curriculum and Instruction Questions"", ""description"": ""Create a set of questions with solutions in the domain of Instructional Design.."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""English"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Educational Psychology Questions"", ""description"": ""Create a set of questions with solutions in the domain of Learning Theories."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Spanish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Educational Psychology Questions"", ""description"": ""Create a set of questions with solutions in the domain of Motivation."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""English"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Educational Psychology Questions"", ""description"": ""Create a set of questions with solutions in the domain of Cognitive Development."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Korean"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Educational Psychology Questions"", ""description"": ""Create a set of questions with solutions in the domain of Student Assessment.."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Turkish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Special Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of Inclusive Education."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Spanish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Special Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of Learning Disabilities."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""English"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Special Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of Gifted Education."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""German"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Special Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of Assistive Technology.."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""French"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Higher Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of University Administration."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Spanish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Higher Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of Academic Policy."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Arabic"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Higher Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of Student Affairs."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Spanish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Higher Education Questions"", ""description"": ""Create a set of questions with solutions in the domain of College Teaching.."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""German"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Educational Leadership Questions"", ""description"": ""Create a set of questions with solutions in the domain of School Leadership."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Spanish"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Educational Leadership Questions"", ""description"": ""Create a set of questions with solutions in the domain of Educational Policy."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Chinese (Mandarin)"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Educational Leadership Questions"", ""description"": ""Create a set of questions with solutions in the domain of School Reform."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Japanese"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
"{""task"": ""Generate - **Educational Leadership Questions"", ""description"": ""Create a set of questions with solutions in the domain of Educational Management.."", ""requirements"": {""question_count"": 8, ""difficulty_level"": ""Masters Degree Final Exam"", ""knowledge_required"": [""deep knowledge"", ""advanced reasoning"", ""creativity"", ""transfer learning"", ""out-of-the-box thinking""], ""feasibility"": ""solvable in a written test format"", ""language"": ""Japanese"", ""format"": ""json"", ""output"": ""question and solution pairs"", ""solution_details"": ""correct, detailed, and complete with reasoning/problem-solving path""}, ""json_structure"": [{""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}, {""question"": ""Placeholder for question text"", ""solution"": ""Placeholder for solution text""}], ""instruction_note"": ""Ensure that the questions are of high complexity and the solutions provided are of A+ standard. The content must be clear, concise, and strictly adhere to the specified JSON format with no additional prose. This work is critical, so please maintain a high standard of quality throughout. Do NOT output anything except the valid json - no explanation or prose required.""}"
